0    38936
1    57571
2    81831
3    111160
4    142448
5    171754
6    168705
7    172745
8    165610
9    149672
10    126380
11    99292
12    72878
13    50128
14    36031
15    25332
16    17525
17    11809
18    7813
19    5054
20    3241
21    2108
22    1343
23    869
24    580
25    400
26    280
27    216
28    176
29    144
30    103
31    71
32    47
33    34
34    16
35    4
36    0
37    0
38    0
39    0
40    0
41    0
42    0
43    0
44    0
45    0
46    0
47    0
48    0
49    0
