0    128
1    197
2    323
3    494
4    707
5    956
6    1133
7    1408
8    1681
9    1903
10    2096
11    2247
12    2377
13    2489
14    2588
15    2646
16    2706
17    2751
18    2815
19    2837
20    2839
21    2841
22    2765
23    2658
24    2549
25    2371
26    2211
27    2068
28    1878
29    1768
30    1644
31    1497
32    1392
33    1268
34    1100
35    960
36    789
37    647
38    524
39    405
40    309
41    247
42    186
43    150
44    119
45    89
46    63
47    42
48    24
49    11
