0    128
1    208
2    339
3    509
4    718
5    964
6    1153
7    1447
8    1726
9    1987
10    2218
11    2433
12    2631
13    2816
14    2931
15    3021
16    3069
17    3096
18    3113
19    3074
20    2962
21    2846
22    2704
23    2560
24    2404
25    2225
26    2046
27    1832
28    1647
29    1468
30    1287
31    1100
32    917
33    766
34    686
35    611
36    539
37    476
38    438
39    403
40    367
41    335
42    305
43    277
44    248
45    221
46    191
47    152
48    116
49    85
