0    112
1    152
2    234
3    345
4    488
5    659
6    765
7    984
8    1207
9    1400
10    1583
11    1758
12    1929
13    2090
14    2232
15    2326
16    2405
17    2467
18    2526
19    2530
20    2479
21    2407
22    2350
23    2272
24    2192
25    2062
26    1958
27    1891
28    1792
29    1687
30    1606
31    1514
32    1438
33    1358
34    1267
35    1214
36    1163
37    1105
38    1054
39    1011
40    975
41    924
42    882
43    808
44    727
45    639
46    551
47    462
48    388
49    310
