0    108
1    130
2    177
3    241
4    324
5    426
6    447
7    573
8    703
9    824
10    939
11    1050
12    1156
13    1262
14    1368
15    1474
16    1582
17    1695
18    1810
19    1929
20    2043
21    2168
22    2264
23    2350
24    2441
25    2488
26    2512
27    2526
28    2507
29    2500
30    2498
31    2465
32    2425
33    2306
34    2174
35    2047
36    1911
37    1744
38    1546
39    1372
40    1276
41    1184
42    1055
43    885
44    729
45    610
46    497
47    395
48    264
49    174
