0    9874
1    9802
2    9677
3    9512
4    9310
5    9076
6    8918
7    8666
8    8432
9    8240
10    8073
11    7921
12    7805
13    7698
14    7613
15    7538
16    7479
17    7473
18    7489
19    7501
20    7527
21    7549
22    7587
23    7617
24    7619
25    7619
26    7617
27    7609
28    7574
29    7621
30    7804
31    8015
32    8251
33    8513
34    8788
35    9098
36    9334
37    9441
38    9513
39    9576
40    9619
41    9660
42    9699
43    9736
44    9773
45    9811
46    9839
47    9869
48    9900
49    9927
