0    121
1    178
2    288
3    430
4    601
5    803
6    939
7    1180
8    1411
9    1624
10    1814
11    1977
12    2112
13    2225
14    2311
15    2387
16    2433
17    2458
18    2480
19    2497
20    2475
21    2451
22    2419
23    2384
24    2358
25    2331
26    2295
27    2264
28    2216
29    2094
30    1951
31    1796
32    1632
33    1472
34    1325
35    1191
36    1108
37    1039
38    976
39    950
40    816
41    672
42    530
43    403
44    281
45    168
46    29
47    5
48    0
49    0
