126    7.14142842854
193    24.5764114549
313    52.0
471    87.7838253894
667    131.909059583
899    183.910304225
1062    241.84292423
1325    296.534989504
1570    343.090367105
1781    379.465413444
1969    409.031783606
2133    429.620762999
2269    439.035306097
2378    441.520101468
2465    437.625410597
2530    429.454304903
2573    418.952264584
2596    407.721718823
2603    392.629596439
2588    370.082423252
2558    346.440471077
2517    326.202391162
2463    305.091789467
2398    286.118856422
2327    272.690300524
2242    264.456045497
2156    260.320955745
2067    260.449611249
1970    274.74897634
1868    289.408016475
1765    304.632565561
1651    318.548269498
1536    330.933528069
1420    342.757932075
1297    354.54618881
1178    370.737103619
1059    383.039162489
942    394.133226207
837    400.515917287
737    400.489700242
641    396.241088228
555    387.15113328
477    369.134121967
408    345.553179699
344    317.696395951
286    293.610285923
236    267.02808841
192    236.987341434
151    206.702685033
117    179.033516415
