0	708
1	776
2	1235
3	2261
4	3141
5	4269
6	5106
7	5482
8	5146
9	4212
10	3722
11	3466
12	3082
13	2571
14	1947
15	1301
16	652
17	201
18	22
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29  0
