0	714
1	816
2	1674
3	3082
4	3958
5	5064
6	5973
7	6016
8	5350
9	4349
10	3590
11	2843
12	2134
13	1517
14	992
15	632
16	368
17	176
18	51
19	1
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
