0	720
1	886
2	1676
3	2872
4	3613
5	4585
6	5301
7	5396
8	5129
9	4551
10	4107
11	3520
12	2812
13	1978
14	1136
15	588
16	293
17	116
18	21
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
